#StationName  TWD97 - 250000 meters					WGS84(latitude,longitude)
青年路	-80827.9172349577,2543570.7668873766	22.9916052,120.2115956
青年路	-72127.537551792731,2558689.9020979214	23.1285303,120.2957448
中正新城	73663.657644981547,2740162.3118638764	24.766961,121.728396
中正新城	65882.332273695269,2668948.3521111659	24.1243626,121.6481608
中正新城	50774.351743400715,2768617.3218459766	25.024787,121.503112
中正新城	65082.9641512313,2668238.8646124532	24.1179899,121.640265
青年新城	50896.467299600823,2768699.189366783	25.025522,121.504325
青年公園(青年)	51059.547952764406,2768756.1777497088	25.026031,121.505943
青年公園(青年)	64590.408539674587,2791126.9400732312	25.2274699,121.6410659
青年公園(國興)	51184.63090723232,2768664.7093469789	25.025201,121.507179
古亭國中	51569.369027329914,2768590.3578728028	25.0245167,121.5109884
萬華醫院	51448.75145354875,2768529.5688039702	25.023972,121.509791
萬華醫院	51450.447132891262,2768534.8919815603	25.02402,121.509808
國興社區	51313.912762526437,2768476.7801635559	25.0235,121.508453
國興路口	51296.098039212084,2768705.7785330266	25.025568,121.508285
中華南海路口	51173.884407504811,2768842.1282052197	25.0268031,121.5070791
南機場公寓	50997.690593353771,2769024.4449131372	25.028455,121.50534
西藏路	50323.136422018084,2769128.8008627421	25.0294197,121.4986598
萬大路	50478.603614301937,2768557.6199695477	25.0242579,121.5001794
萬華車站	50485.529194334915,2769567.8469144073	25.033378,121.500285
龍山寺(康定)	50586.370886991666,2769887.8922488573	25.036264,121.501296
老松國小	50729.842389485792,2770085.8103980119	25.038046,121.502725
昆明活動中心	50861.719604817787,2770171.3695781361	25.038814,121.504035
昆明街(中醫院區)	50933.3855724851,2770572.3906352916	25.042432,121.50476
市立中醫醫院	50990.204563602791,2770813.7419309327	25.044609,121.505332
福星公園	-35708.742379392614,2674118.7299189605	24.1720184,120.6485579
福星公園	-28815.127473162072,2667620.623061541	24.1134863,120.7165329
洛陽停車場	50993.409353967807,2771144.5036332663	25.047595,121.505376
聯合醫院中興院區	51377.647824343789,2771519.3614498232	25.0509662,121.5091979
台北地下街(北門)	46130.884859592989,2767067.3676997442	25.0109425,121.4570503
萬華運動中心	51170.012233436995,2771112.4880587975	25.0473,121.507125
萬華運動中心	51172.220109937647,2771137.2416522265	25.0475234,121.5071478
中華漢口街口	42950.609110557169,2769780.3848408773	25.0355294,121.4256263
中華路北站	45780.815270680556,2770983.6982046845	25.04631,121.453712
小南門	51551.499136673316,2769811.9693949418	25.035546,121.510857
小南門	51153.118809599619,2770072.9891247451	25.037916,121.506919
小南門	30812.6904723527,2764589.6362871542	24.9889619,121.3052293
小南門	51366.863077199072,2769774.9424806917	25.035218,121.509026
昆明派出所	50897.4706834207,2770082.5570828402	25.038011,121.504386
廈安里	50986.303048754307,2769341.9148266651	25.0313215,121.5052389
江翠國小(文化路)	47804.254828236306,2769373.9990827953	25.031715,121.473709
雙十路	-31589.375106241256,2672075.0022461708	24.1536531,120.6891445
大同街口	50325.04504372878,2781040.2435014551	25.1369554,121.4991146
大同街口	-44846.585475117252,2681314.2177565494	24.2367532,120.5584022
大同街口	-4525.4383136328279,2652308.5334324115	23.9754819,120.9555287
大同街口	983.57024836268636,2747427.207124467	24.8343238,121.0097311
大同街口	-46196.3235047911,2684049.7748184851	24.2614134,120.545024
大同街口	87254.793780539709,2769936.0031234077	25.0350284,121.8646465
大同街口	-31789.7325828781,2644980.776782304	23.9090043,120.6877646
大同街口	-77150.597632060351,2565254.9434425035	23.1875845,120.2463711
大同街口	48104.207768492677,2768793.1974284118	25.026462,121.476661
永安公園	48198.939685840829,2768556.6247280515	25.0243232,121.4775914
翠華新村	48381.615750324221,2768315.8886968028	25.022144,121.479393
埔墘	48306.4004442437,2767951.8671795023	25.01886,121.478635
埔墘	48406.255474048448,2767935.6829726323	25.0187107,121.4796238
長壽里	48506.651079537936,2767659.0684306975	25.0162102,121.4806088
自來水公司	55298.603479993508,2767467.5671610436	25.0142486,121.5478942
積穗	48363.364627906121,2766598.8416770971	25.006643,121.479152
板橋監理站	48020.621684760808,2766500.3819798804	25.005765,121.475753
環球購物中心	47766.411882601758,2766542.4691462168	25.006153,121.473236
環球購物中心	47897.630848872344,2766548.5215967069	25.0062035,121.4745362
德光路	47427.8236907815,2766295.0923959888	25.0039303,121.4698731
民德路口	47337.662677436572,2766035.7770087807	25.001592,121.468971
華福街口	47082.999865607038,2765491.837374222	24.9966892,121.4664296
華福街口	46292.462247197407,2766482.2410384836	25.005655,121.4586315
華福街口	47231.5203535649,2765553.69102082	24.997243,121.467903
壽德街口	47030.417143295585,2765321.4212024705	24.9951523,121.4659029
五權公園	46967.558385899567,2765062.1915815142	24.9928139,121.4652714
五權公園	20638.897484479236,2761262.8196725324	24.9590988,121.2043991
廣福公園	46739.618835178386,2764933.9648267822	24.9916633,121.4630091
板橋後站	46391.620015638844,2765206.1165989768	24.994131,121.459571
板橋後站	46408.4709391593,2765238.0741278352	24.994419,121.459739
板橋後站	46854.797259118917,2766259.5228700014	25.003627,121.464195
板橋後站	46561.515807744341,2766659.7143033631	25.007249,121.461303
板橋後站	46573.821349646532,2766662.3037991878	25.007272,121.461425
板橋後站	46412.381650245537,2765216.0450913669	24.99422,121.459777
板橋後站	46282.901986486824,2766846.6271247361	25.008945,121.458549
板橋後站	47016.212327169684,2766784.8838798655	25.008365,121.465812
板橋後站	46042.754614960955,2767272.5961554274	25.012798,121.456184
板橋後站	45925.174393481022,2768112.1361011956	25.020381,121.455047
板橋後站	46250.0265631823,2768359.79559139	25.022607,121.458274
板橋後站	46305.820695833732,2766904.4135215697	25.009466,121.458778
板橋後站	51827.78373562498,2771439.5161082488	25.05023,121.513656
松下電子	48369.251897330221,2766789.3796884432	25.008363,121.479217
音樂公園	48482.214717575851,2768928.6486557331	25.0276728,121.4804113
益華紡織	46163.061152622351,2765149.9612533874	24.993631,121.457305
信義公園	50300.09195091766,2773060.9457704709	25.0649198,121.498575
信義公園	46180.599015523425,2764936.5757792857	24.991704,121.4574716
信義路	31298.264476952165,2754104.701335324	24.8942906,121.3098025
信義路	-3517.6098491535058,2652054.5300613372	23.9731909,120.9654332
信義路	55662.811554656109,2769556.6431085453	25.0330953,121.5515869
信義路	54348.258606129566,2769577.3150663208	25.0333297,121.5385617
信義路	46210.878102815266,2765105.7943361257	24.9932308,121.4577772
信義路	57163.404863504082,2769518.9412477459	25.032699,121.5664548
信義路	53336.462728125553,2769642.1365505531	25.0339509,121.5285382
信義路	7631.6074359321392,2769636.3194197211	25.034819,121.0756267
信義路	52581.924058681318,2769984.6497403812	25.0370695,121.5210744
信義路	51725.83983235796,2767339.5973071936	25.0132195,121.5124919
信義路	48335.369030207788,2775153.2517928462	25.0838732,121.4791747
信義路	58106.434045725167,2769723.4974868684	25.0345098,121.5758079
信義路	46179.179388300909,2626960.3836211427	23.7459373,121.4529988
信義路	-10220.079574298194,2731818.0014187414	24.6933598,120.8990002
信義路	38138.157924945837,2774753.2798457164	25.0805542,121.3780751
信義路	-38529.534263459704,2693792.6695394535	24.3495893,120.6202691
信義路	25874.789968695928,2762891.6239510388	24.973724,121.2562833
信義路	41791.726503434562,2760814.0152010857	24.9546121,121.4138712
信義路	66806.424563395354,2773628.1658154209	25.069401,121.6622059
信義路	-32417.254437871863,2709109.1679082862	24.4880199,120.68016
信義路	23823.446391037003,2747090.107788289	24.8310948,121.2356943
信義路	77879.741045793591,2746750.6238269904	24.8262305,121.7704497
信義路	9091.4420745874922,2736652.2338069039	24.7370138,121.0898774
信義路	-17289.10474550178,2689549.7535197348	24.311659,120.8296559
信義路	-38509.100785553695,2681472.4222257957	24.2383499,120.6208011
信義路	84662.1041223171,2723603.2740276312	24.6169012,121.8361434
信義路	-35106.109880025906,2703806.5845163786	24.4400851,120.6537621
信義路	66252.419999022663,2669335.3002502164	24.1278408,121.6518193
信義路	-45495.446426880866,2684289.7803786355	24.2636009,120.551919
重慶國小	46698.8223853137,2765289.7921587778	24.994877,121.462617
重慶國小	-34147.696805876818,2673964.4498643251	24.17066,120.663925
五權街口	46824.263712188338,2765291.5831185575	24.9948893,121.4638597
壽德新村	47057.159608635033,2765180.0324573782	24.993875,121.466163
重慶國中	46747.200652897307,2765637.3064852087	24.9980129,121.463108
重慶國中	52262.621978656389,2774298.5157986041	25.0760259,121.518074
重慶忠孝路口	46706.447326908405,2766108.0976846549	25.0022645,121.4627202
重慶忠孝路口	61885.505425166943,2652047.0083812703	23.971922,121.608122
重慶忠孝路口	46727.756521012896,2766010.41991329	25.001382,121.462928
後埔國小	46709.891022999342,2766217.0362118832	25.0032479,121.462758
審計公廨	46625.705517368217,2766572.76046055	25.006462,121.461936
介壽公園	51983.005689897771,2770160.9692551107	25.038682,121.5151461
介壽公園	46718.7552942592,2766754.5118745728	25.0081,121.462864
介壽公園	49856.424998965806,2773902.9407928274	25.072536,121.494208
萬坪公園	46499.220542775278,2767317.8928926978	25.013193,121.460708
板橋公車站	46678.770965052216,2767290.8131305724	25.012943,121.462486
板橋公車站	46714.85981502269,2767304.0066963327	25.013061,121.462844
板橋公車站	46041.822627549038,2766409.9515548926	25.00501,121.456146
板橋公車站	28961.442453691088,2751995.1570598176	24.875291,121.286628
板橋公車站	46408.4709391593,2765238.0741278352	24.994419,121.459739
板橋公車站	44995.101921592,2765975.038556701	25.001115,121.445762
板橋公車站	46691.521916936967,2766926.2162886723	25.009651,121.4626
板橋公車站	48020.621684760808,2766500.3819798804	25.005765,121.475753
板橋公車站	46925.698429132019,2767571.5630212063	25.01547,121.464942
新民里	46921.280361283782,2767620.7832172667	25.0159145,121.4648999
漢生郵局	46608.089165064579,2767921.1609628908	25.018636,121.461807
湯臣華廈	46475.789212202333,2768094.3912268104	25.020204,121.460502
文德國小	46303.765908252462,2768438.17810495	25.023313,121.4588091
聯合醫院板橋院區	46182.284044504355,2768455.9327324554	25.023477,121.457606
新海派出所	46418.340290216584,2768519.8576573548	25.0240469,121.4599471
漢生西路	46702.678985284641,2768166.3867585813	25.020847,121.4627525
板橋外站	46691.521916936967,2766926.2162886723	25.009651,121.4626
後站商圈	46561.515807744341,2766659.7143033631	25.007249,121.461303
後站商圈	51889.256640391839,2766808.592778808	25.00842,121.514091
後站商圈	54395.089681557525,2773205.390981371	25.066082,121.539169
後站商圈	-33313.003176270809,2673868.4416861278	24.169811,120.672142
振義里	48936.263620831538,2768430.99940423	25.0231654,121.4848927
萬安街	57595.647844146239,2765979.6720044189	25.0007304,121.5705902
光復街二	48556.2925746819,2768001.8549131663	25.0193033,121.4811127
光復街二	61999.690695927318,2652376.770066971	23.974895,121.609258
光復街二	-42750.922878910438,2684992.4552006456	24.2700226,120.5789281
光復街二	35522.389115228711,2760821.9724440523	24.9548435,121.351786
光復街二	14724.407991838176,2756045.4054926177	24.9120626,121.1457692
光復街二	9605.29464096884,2735162.8638956589	24.7235636,121.0949471
光復橋頭	48937.1604066753,2768188.9343310385	25.02098,121.484893
光復橋頭	-72989.420312228292,2518315.6997711258	22.7639095,120.2892364
光復橋頭	-69577.436458373966,2518156.841921634	22.7626194,120.3224672
光復街416巷口	-42960.011078044423,2685057.5361696053	24.2706045,120.5768668
光復街416巷口	9553.0429920590759,2735250.957814151	24.7243593,121.0944312
光復街416巷口	52447.2816078585,2795090.8414086262	25.2637285,121.5207011
光復街416巷口	5720.1098969015884,2732398.9200871252	24.6986281,121.0565313
光復街416巷口	-43774.982097082793,2650345.9248479553	23.9571643,120.5698885
光復街416巷口	-66895.352748509526,2569911.6747112521	23.2300821,120.3463373
光復國小	56302.724679044964,2770393.0904332949	25.040623,121.557962
光復國小	-32318.128903322751,2670977.5125264018	24.1437288,120.6819978
光復國小	48701.261883796695,2767501.2207925403	25.0147789,121.4825314
光復國小	75554.61523331872,2738795.4482851503	24.754529,121.747019
光復國小	-30332.708004957374,2648610.0088769775	23.941803,120.702
光復國小	43605.316447159552,2618958.0570873376	23.6737509,121.4275153
光復國小	-61026.960874986216,2626499.683600578	23.741282,120.401375
光復國小	-31481.576901642864,2659833.0906042457	24.043119,120.690471
光復國小	-91422.642458437156,2561143.4706101515	23.149731,120.107216
光復國中	48743.316255726408,2767782.605498625	25.0173179,121.482958
光復國中	-31603.998046350822,2659923.3444774654	24.0439315,120.6892654
光復國中	43359.674403996964,2618580.4673527172	23.670348,121.425096
光復街	52128.1231351059,2767775.5400759154	25.0171414,121.516494
光復街	48864.104661968013,2767989.8811380654	25.0191853,121.4841621
光復街	61800.309326392184,2652631.7716240408	23.9772052,121.6073096
光復街	22531.099783689388,2761270.1184177594	24.9591378,121.2231387
光復街	7783.8496483161807,2741427.7239568657	24.7801373,121.0769772
光復街	-42960.011078044423,2685057.5361696053	24.2706045,120.5768668
光復街	9553.0429920590759,2735250.957814151	24.7243593,121.0944312
光復街	35495.931907994127,2760904.1899420135	24.9555864,121.3515261
光復街	52447.2816078585,2795090.8414086262	25.2637285,121.5207011
光復街	14622.5624346079,2756050.3031162363	24.9121078,121.144761
光復街	5720.1098969015884,2732398.9200871252	24.6986281,121.0565313
光復街	-43774.982097082793,2650345.9248479553	23.9571643,120.5698885
光復街	-13707.94673159601,2636277.1542514418	23.8306712,120.8654426
光復街	-53256.468615338788,2619109.6577750887	23.6748298,120.4778602
光復街	-66895.352748509526,2569911.6747112521	23.2300821,120.3463373
光復街	-47349.863002610742,2529984.8553307177	22.8702058,120.538549
埔墘派出所	48406.255474048448,2767935.6829726323	25.0187107,121.4796238
懷仁街	48113.086797870572,2767990.8730017673	25.0192183,121.476721
懷仁街	-64535.258214678914,2643523.3785110158	23.8948559,120.3662171
懷仁街	-72247.690968947747,2608226.783049718	23.5758254,120.2922033
永豐街	47951.80275316941,2768083.371935416	25.0200585,121.4751262
永豐街	22353.715977687549,2761736.1252640113	24.9633477,121.2213895
永豐街	-23817.372785594896,2641888.6711408356	23.8812228,120.7661179
莊敬路	29195.938826784095,2768151.9516288657	25.0211554,121.2892893
莊敬路	30280.204471594836,2768612.9603530485	25.0252962,121.3000428
莊敬路	47620.581296389581,2768659.6480761426	25.0252716,121.4718643
